merge_group_id,record_count_merged,record_ids_merged,event_date,admin1,admin2,operator,scope_type,consumer_class,restriction_type,queue_count,queue_ids_merged,planned_start_local,planned_end_local,actual_start_local,actual_end_local,planned_start_utc,planned_end_utc,actual_start_utc,actual_end_utc,timezone_name,status,confidence,schedule_version,announced_at_utc,emergency_override,attack_recovery_confounded,technical_outage_confounded,weather_confounded,confound_scope,affected_admin1,source_authority,source_url,verified_source_url,source_grade,evidence_rank,actual_time_semantics,execution_event_ids,key_event_ids,methodology_rule_ids,source_note,verification_note_zh,v40_action_summary,experiment_use_v40,audit_version,schedule_positive,confound_free,record_id,segment_id,schema_version,record_role,scope_type_norm,status_norm,queue_id,local_start,local_end,start_utc,end_utc,verified_at_utc,interval_valid,analysis_eligible,publication_eligible,final_version,event_id,independence_cluster,geo_scope_precision
MGV40_0174,1,R20240619_POL_OBL_003,2024-06-19,Poltava Oblast,,Poltavaoblenergo,oblast,household_general,hourly_schedule,1,,2024-06-19 23:00:00+03:00,2024-06-20 00:00:00+03:00,,,2024-06-19 20:00:00+00:00,2024-06-19 21:00:00+00:00,,,Europe/Kyiv,confirmed,high,official_dso_final,,0,0,0,0,,Poltava Oblast,official_dso,https://t.me/s/poltavaOE/1278,https://t.me/s/poltavaOE/1278,primary,5,not_populated,,,,"Poltavaoblenergo official Telegram; queue_count is number of simultaneously applied GPV queues, not a specific consumer queue.",v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0174,MGV40_0174,v4.0,planned_or_final_dispatch,oblast,confirmed,,2024-06-19 23:00:00+03:00,2024-06-20 00:00:00+03:00,2024-06-19 20:00:00+00:00,2024-06-19 21:00:00+00:00,,1,1,1,1,E20240619_V4,V4_DATE_20240619,L2_admin1
MGV40_0175,1,R20240619_VOL_OBL_001,2024-06-19,Volyn Oblast,,Volynoblenergo,oblast,household_general,hourly_schedule,,,2024-06-19 00:00:00+03:00,2024-06-20 00:00:00+03:00,,,2024-06-18 21:00:00+00:00,2024-06-19 21:00:00+00:00,,,Europe/Kyiv,confirmed,high,official_dso_final,,0,0,0,0,,Volyn Oblast,official_dso,https://energy.volyn.ua/pro-tovarystvo/novyny/gpv-gav-sgav/,https://energy.volyn.ua/pro-tovarystvo/novyny/gpv-gav-sgav/,primary,5,not_populated,,,,Volynoblenergo continuously updated official GPV/GAV/SGAV archive; final daily window reconstructed from same-day revisions where explicitly published.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0175,MGV40_0175,v4.0,planned_or_final_dispatch,oblast,confirmed,,2024-06-19 00:00:00+03:00,2024-06-20 00:00:00+03:00,2024-06-18 21:00:00+00:00,2024-06-19 21:00:00+00:00,,1,1,1,1,E20240619_V4,V4_DATE_20240619,L2_admin1
MGV40_0176,1,R20240620_CHK_CAN_0000_0300_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,cancelled_hourly_window,0,ALL,2024-06-20 00:00:00+03:00,2024-06-20 03:00:00+03:00,,,2024-06-19 21:00:00+00:00,2024-06-20 00:00:00+00:00,,,Europe/Kyiv,operator_cancellation_confirmed,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Official same-day update cancelled GPV 00:00–03:00.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,0,1,MGV40_0176,MGV40_0176,v4.0,planned_or_final_dispatch,operator_service_area,operator_cancellation_confirmed,ALL,2024-06-20 00:00:00+03:00,2024-06-20 03:00:00+03:00,2024-06-19 21:00:00+00:00,2024-06-20 00:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0177,1,R20240620_CHK_QSET_01_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,2,2024-06-20 03:00:00+03:00,2024-06-20 05:00:00+03:00,,,2024-06-20 00:00:00+00:00,2024-06-20 02:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0177,MGV40_0177,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,2,2024-06-20 03:00:00+03:00,2024-06-20 05:00:00+03:00,2024-06-20 00:00:00+00:00,2024-06-20 02:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0178,1,R20240620_CHK_QSET_02_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,3,2024-06-20 05:00:00+03:00,2024-06-20 07:00:00+03:00,,,2024-06-20 02:00:00+00:00,2024-06-20 04:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0178,MGV40_0178,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,3,2024-06-20 05:00:00+03:00,2024-06-20 07:00:00+03:00,2024-06-20 02:00:00+00:00,2024-06-20 04:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0179,1,R20240620_CHK_QSET_03_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,4,2024-06-20 07:00:00+03:00,2024-06-20 09:00:00+03:00,,,2024-06-20 04:00:00+00:00,2024-06-20 06:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0179,MGV40_0179,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,4,2024-06-20 07:00:00+03:00,2024-06-20 09:00:00+03:00,2024-06-20 04:00:00+00:00,2024-06-20 06:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0180,1,R20240620_CHK_QSET_04_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,5,2024-06-20 09:00:00+03:00,2024-06-20 11:00:00+03:00,,,2024-06-20 06:00:00+00:00,2024-06-20 08:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0180,MGV40_0180,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,5,2024-06-20 09:00:00+03:00,2024-06-20 11:00:00+03:00,2024-06-20 06:00:00+00:00,2024-06-20 08:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0181,1,R20240620_CHK_QSET_05_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"6,4",2024-06-20 11:00:00+03:00,2024-06-20 13:00:00+03:00,,,2024-06-20 08:00:00+00:00,2024-06-20 10:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0181,MGV40_0181,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,"6,4",2024-06-20 11:00:00+03:00,2024-06-20 13:00:00+03:00,2024-06-20 08:00:00+00:00,2024-06-20 10:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0182,1,R20240620_CHK_QSET_06_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"1,5",2024-06-20 13:00:00+03:00,2024-06-20 15:00:00+03:00,,,2024-06-20 10:00:00+00:00,2024-06-20 12:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0182,MGV40_0182,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,"1,5",2024-06-20 13:00:00+03:00,2024-06-20 15:00:00+03:00,2024-06-20 10:00:00+00:00,2024-06-20 12:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0183,1,R20240620_CHK_QSET_07_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"2,3",2024-06-20 15:00:00+03:00,2024-06-20 17:00:00+03:00,,,2024-06-20 12:00:00+00:00,2024-06-20 14:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0183,MGV40_0183,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,"2,3",2024-06-20 15:00:00+03:00,2024-06-20 17:00:00+03:00,2024-06-20 12:00:00+00:00,2024-06-20 14:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0184,1,R20240620_CHK_QSET_08_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"4,5",2024-06-20 17:00:00+03:00,2024-06-20 19:00:00+03:00,,,2024-06-20 14:00:00+00:00,2024-06-20 16:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0184,MGV40_0184,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,"4,5",2024-06-20 17:00:00+03:00,2024-06-20 19:00:00+03:00,2024-06-20 14:00:00+00:00,2024-06-20 16:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0185,1,R20240620_CHK_QSET_09_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"6,1",2024-06-20 19:00:00+03:00,2024-06-20 21:00:00+03:00,,,2024-06-20 16:00:00+00:00,2024-06-20 18:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0185,MGV40_0185,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,"6,1",2024-06-20 19:00:00+03:00,2024-06-20 21:00:00+03:00,2024-06-20 16:00:00+00:00,2024-06-20 18:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0186,1,R20240620_CHK_QSET_10_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"2,3",2024-06-20 21:00:00+03:00,2024-06-20 23:00:00+03:00,,,2024-06-20 18:00:00+00:00,2024-06-20 20:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0186,MGV40_0186,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,"2,3",2024-06-20 21:00:00+03:00,2024-06-20 23:00:00+03:00,2024-06-20 18:00:00+00:00,2024-06-20 20:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0187,1,R20240620_CHK_QSET_11_V36,2024-06-20,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"4,1",2024-06-20 23:00:00+03:00,2024-06-21 00:00:00+03:00,,,2024-06-20 20:00:00+00:00,2024-06-20 21:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Final chronology uses only successive official same-day updates; 21:00–24:00 uses the later version.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0187,MGV40_0187,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,"4,1",2024-06-20 23:00:00+03:00,2024-06-21 00:00:00+03:00,2024-06-20 20:00:00+00:00,2024-06-20 21:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0188,1,R20240620_CNV_GPV_FULLDAY_V36,2024-06-20,Chernivtsi Oblast,,Chernivtsioblenergo,operator_service_area,household_general,hourly_schedule,,ALL,2024-06-20 00:00:00+03:00,2024-06-21 00:00:00+03:00,,,2024-06-19 21:00:00+00:00,2024-06-20 21:00:00+00:00,,,Europe/Kyiv,operator_final_update,high,same_day_final_update,,0,1,0,0,,Chernivtsi Oblast,dso_statement_via_public_broadcaster,https://suspilne.media/chernivtsi/772455-vidklucatimut-po-dvi-grupi-20-cervna-na-bukovini-zbilsitsa-kilkist-pogodinnih-vidimknen-elektriki/,https://suspilne.media/chernivtsi/772455-vidklucatimut-po-dvi-grupi-20-cervna-na-bukovini-zbilsitsa-kilkist-pogodinnih-vidimknen-elektriki/,near_primary,4,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Chernivtsioblenergo press service told Suspilne that GPV applied during the day and 11:00–22:00 an additional queue was added; absolute group count is intentionally not inferred.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,0,MGV40_0188,MGV40_0188,v4.0,planned_or_final_dispatch,operator_service_area,operator_final_update,ALL,2024-06-20 00:00:00+03:00,2024-06-21 00:00:00+03:00,2024-06-19 21:00:00+00:00,2024-06-20 21:00:00+00:00,,1,1,0,1,E20240620_V4,V4_DATE_20240620,L2_operator_admin1_proxy
MGV40_0189,1,R20240620_VOL_OBL_001,2024-06-20,Volyn Oblast,,Volynoblenergo,oblast,household_general,hourly_schedule,,,2024-06-20 06:00:00+03:00,2024-06-21 00:00:00+03:00,,,2024-06-20 03:00:00+00:00,2024-06-20 21:00:00+00:00,,,Europe/Kyiv,confirmed,high,official_dso_final,,0,0,0,0,,Volyn Oblast,official_dso,https://energy.volyn.ua/pro-tovarystvo/novyny/gpv-gav-sgav/,https://energy.volyn.ua/pro-tovarystvo/novyny/gpv-gav-sgav/,primary,5,not_populated,,,,Volynoblenergo continuously updated official GPV/GAV/SGAV archive; final daily window reconstructed from same-day revisions where explicitly published.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0189,MGV40_0189,v4.0,planned_or_final_dispatch,oblast,confirmed,,2024-06-20 06:00:00+03:00,2024-06-21 00:00:00+03:00,2024-06-20 03:00:00+00:00,2024-06-20 21:00:00+00:00,,1,1,1,1,E20240620_V4,V4_DATE_20240620,L2_admin1
MGV40_0190,1,R20240621_NAT_001,2024-06-21,ALL,,Ukrenergo,national,household_general,hourly_schedule,,,2024-06-21 00:00:00+03:00,2024-06-22 00:00:00+03:00,,,2024-06-20 21:00:00+00:00,2024-06-21 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,medium,final_dispatch,,0,0,0,1,,,official_tso_archive,https://t.me/s/Ukrenergo?before=2980,https://t.me/s/Ukrenergo?before=2980,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,0,MGV40_0190,MGV40_0190,v4.0,planned_or_final_dispatch,national,dispatch_confirmed,,2024-06-21 00:00:00+03:00,2024-06-22 00:00:00+03:00,2024-06-20 21:00:00+00:00,2024-06-21 21:00:00+00:00,,1,1,0,1,E2024_0621_PLANNED,V4_DATE_20240621,L3_national
MGV40_0191,1,R20240621_CHK_QSET_01_V36,2024-06-21,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"5,6",2024-06-21 00:00:00+03:00,2024-06-21 02:00:00+03:00,,,2024-06-20 21:00:00+00:00,2024-06-20 23:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0191,MGV40_0191,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"5,6",2024-06-21 00:00:00+03:00,2024-06-21 02:00:00+03:00,2024-06-20 21:00:00+00:00,2024-06-20 23:00:00+00:00,,1,1,1,1,E2024_0621_PLANNED,V4_DATE_20240621,L2_operator_admin1_proxy
MGV40_0192,1,R20240621_CHK_QSET_02_V36,2024-06-21,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"1,2",2024-06-21 02:00:00+03:00,2024-06-21 04:00:00+03:00,,,2024-06-20 23:00:00+00:00,2024-06-21 01:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0192,MGV40_0192,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"1,2",2024-06-21 02:00:00+03:00,2024-06-21 04:00:00+03:00,2024-06-20 23:00:00+00:00,2024-06-21 01:00:00+00:00,,1,1,1,1,E2024_0621_PLANNED,V4_DATE_20240621,L2_operator_admin1_proxy
MGV40_0193,1,R20240621_CHK_QSET_03_V36,2024-06-21,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,2,"3,4",2024-06-21 04:00:00+03:00,2024-06-21 06:00:00+03:00,,,2024-06-21 01:00:00+00:00,2024-06-21 03:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0193,MGV40_0193,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,"3,4",2024-06-21 04:00:00+03:00,2024-06-21 06:00:00+03:00,2024-06-21 01:00:00+00:00,2024-06-21 03:00:00+00:00,,1,1,1,1,E2024_0621_PLANNED,V4_DATE_20240621,L2_operator_admin1_proxy
MGV40_0194,1,R20240621_CHK_QSET_04_V36,2024-06-21,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,5,2024-06-21 06:00:00+03:00,2024-06-21 08:00:00+03:00,,,2024-06-21 03:00:00+00:00,2024-06-21 05:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0194,MGV40_0194,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,5,2024-06-21 06:00:00+03:00,2024-06-21 08:00:00+03:00,2024-06-21 03:00:00+00:00,2024-06-21 05:00:00+00:00,,1,1,1,1,E2024_0621_PLANNED,V4_DATE_20240621,L2_operator_admin1_proxy
MGV40_0195,1,R20240621_CHK_QSET_05_V36,2024-06-21,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,6,2024-06-21 08:00:00+03:00,2024-06-21 10:00:00+03:00,,,2024-06-21 05:00:00+00:00,2024-06-21 07:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0195,MGV40_0195,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,6,2024-06-21 08:00:00+03:00,2024-06-21 10:00:00+03:00,2024-06-21 05:00:00+00:00,2024-06-21 07:00:00+00:00,,1,1,1,1,E2024_0621_PLANNED,V4_DATE_20240621,L2_operator_admin1_proxy
MGV40_0196,1,R20240621_CHK_QSET_06_V36,2024-06-21,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,1,2024-06-21 10:00:00+03:00,2024-06-21 12:00:00+03:00,,,2024-06-21 07:00:00+00:00,2024-06-21 09:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0196,MGV40_0196,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,1,2024-06-21 10:00:00+03:00,2024-06-21 12:00:00+03:00,2024-06-21 07:00:00+00:00,2024-06-21 09:00:00+00:00,,1,1,1,1,E2024_0621_PLANNED,V4_DATE_20240621,L2_operator_admin1_proxy
MGV40_0197,1,R20240621_CHK_QSET_07_V36,2024-06-21,Cherkasy Oblast,,Cherkasyoblenergo,operator_service_area,household_general,hourly_schedule,1,2,2024-06-21 12:00:00+03:00,2024-06-21 13:00:00+03:00,,,2024-06-21 09:00:00+00:00,2024-06-21 10:00:00+00:00,,,Europe/Kyiv,operator_schedule_published,high,published_queue_schedule,,0,0,0,0,,Cherkasy Oblast,official_dso,https://t.me/s/pat_cherkasyoblenergo/291,https://t.me/s/pat_cherkasyoblenergo/291,primary,5,not_populated,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,Cherkasyoblenergo official Telegram text schedule; intervals are compressed only where adjacent hours have the identical queue set.,v3.9逐URL/逐行核验结论沿用；本轮同日修订链扫描未发现覆盖该行的新证据。,carry_forward_verified,1,v4.0,1,1,MGV40_0197,MGV40_0197,v4.0,planned_or_final_dispatch,operator_service_area,operator_schedule_published,2,2024-06-21 12:00:00+03:00,2024-06-21 13:00:00+03:00,2024-06-21 09:00:00+00:00,2024-06-21 10:00:00+00:00,,1,1,1,1,E2024_0621_PLANNED,V4_DATE_20240621,L2_operator_admin1_proxy
