record_id,event_date,admin1,admin2,operator,scope_type,consumer_class,restriction_type,queue_count,queue_id,planned_start_local,planned_end_local,actual_start_local,actual_end_local,planned_start_utc,planned_end_utc,actual_start_utc,actual_end_utc,timezone_name,status,confidence,impact_note,schedule_version,announced_at_utc,supersedes_record_id,emergency_override,attack_recovery_confounded,technical_outage_confounded,weather_confounded,analysis_eligible,publication_eligible,source_authority,source_url,source_note,confound_scope,affected_admin1,key_event_ids,execution_event_ids,methodology_rule_ids,explanation_zh,status_norm,scope_type_norm,restriction_type_norm,source_grade,evidence_rank,actual_time_semantics,record_role,schema_version
R20240714_NAT_001,2024-07-14,ALL,,Ukrenergo,national,household_general,hourly_schedule,3,,2024-07-14 00:00:00+03:00,2024-07-14 07:00:00+03:00,,,2024-07-13 21:00:00+00:00,2024-07-14 04:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3068,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240714_NAT_002,2024-07-14,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-14 07:00:00+03:00,2024-07-14 15:00:00+03:00,,,2024-07-14 04:00:00+00:00,2024-07-14 12:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3068,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240714_NAT_003,2024-07-14,ALL,,Ukrenergo,national,household_general,hourly_schedule,3,,2024-07-14 15:00:00+03:00,2024-07-15 00:00:00+03:00,,,2024-07-14 12:00:00+00:00,2024-07-14 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3068,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240715_NAT_001,2024-07-15,ALL,,Ukrenergo,national,household_general,hourly_schedule,3,,2024-07-15 00:00:00+03:00,2024-07-15 16:00:00+03:00,,,2024-07-14 21:00:00+00:00,2024-07-15 13:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,1,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3068,,,,KE20240715_KHARKIV_EMERGENCY,XE20240715_KH_GAV_ACTIVATE_1200|XE20240715_KH_GAV_CANCEL_BY_1814,MR20241210_REGULATOR_ACTUAL_VS_PLAN|MR20260904_PUBLIC_TIMESTAMP_SEMANTICS,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240715_NAT_002,2024-07-15,ALL,,Ukrenergo,national,household_general,hourly_schedule,4,,2024-07-15 16:00:00+03:00,2024-07-16 00:00:00+03:00,,,2024-07-15 13:00:00+00:00,2024-07-15 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 4 个轮换队列；按 Ukrenergo 的解释，4 个队列可对应约 70% 非关键用户处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,1,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3068,,,,KE20240715_KHARKIV_EMERGENCY,XE20240715_KH_GAV_ACTIVATE_1200|XE20240715_KH_GAV_CANCEL_BY_1814,MR20241210_REGULATOR_ACTUAL_VS_PLAN|MR20260904_PUBLIC_TIMESTAMP_SEMANTICS,国家/地区调度要求该时段同时启用 4 个轮换队列；按 Ukrenergo 的解释，4 个队列可对应约 70% 非关键用户处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240716_NAT_001,2024-07-16,ALL,,Ukrenergo,national,household_general,hourly_schedule,4,,2024-07-16 00:00:00+03:00,2024-07-17 00:00:00+03:00,,,2024-07-15 21:00:00+00:00,2024-07-16 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 4 个轮换队列；按 Ukrenergo 的解释，4 个队列可对应约 70% 非关键用户处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 当天因能源系统设备故障，限制被扩大到四个队列，属于技术故障混杂日。 置信度：high。,final_dispatch,,,0,0,1,0,0,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,national_system,Kharkiv Oblast|Sumy Oblast|Poltava Oblast|Zaporizhzhia Oblast|Donetsk Oblast|Dnipropetrovsk Oblast|Kirovohrad Oblast,KE20240716_EQUIPMENT_FAILURE,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 4 个轮换队列；按 Ukrenergo 的解释，4 个队列可对应约 70% 非关键用户处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 当天因能源系统设备故障，限制被扩大到四个队列，属于技术故障混杂日。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240717_NAT_001,2024-07-17,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-17 00:00:00+03:00,2024-07-17 06:00:00+03:00,,,2024-07-16 21:00:00+00:00,2024-07-17 03:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240717_NAT_002,2024-07-17,ALL,,Ukrenergo,national,household_general,hourly_schedule,3,,2024-07-17 06:00:00+03:00,2024-07-17 17:00:00+03:00,,,2024-07-17 03:00:00+00:00,2024-07-17 14:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240717_NAT_003,2024-07-17,ALL,,Ukrenergo,national,household_general,hourly_schedule,4,,2024-07-17 17:00:00+03:00,2024-07-17 22:00:00+03:00,,,2024-07-17 14:00:00+00:00,2024-07-17 19:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 4 个轮换队列；按 Ukrenergo 的解释，4 个队列可对应约 70% 非关键用户处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 4 个轮换队列；按 Ukrenergo 的解释，4 个队列可对应约 70% 非关键用户处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240717_NAT_004,2024-07-17,ALL,,Ukrenergo,national,household_general,hourly_schedule,3,,2024-07-17 22:00:00+03:00,2024-07-18 00:00:00+03:00,,,2024-07-17 19:00:00+00:00,2024-07-17 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240718_NAT_001,2024-07-18,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-18 00:00:00+03:00,2024-07-18 05:00:00+03:00,,,2024-07-17 21:00:00+00:00,2024-07-18 02:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240718_NAT_002,2024-07-18,ALL,,Ukrenergo,national,household_general,hourly_schedule,3,,2024-07-18 05:00:00+03:00,2024-07-18 16:00:00+03:00,,,2024-07-18 02:00:00+00:00,2024-07-18 13:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240718_NAT_003,2024-07-18,ALL,,Ukrenergo,national,household_general,hourly_schedule,4,,2024-07-18 16:00:00+03:00,2024-07-18 22:00:00+03:00,,,2024-07-18 13:00:00+00:00,2024-07-18 19:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 4 个轮换队列；按 Ukrenergo 的解释，4 个队列可对应约 70% 非关键用户处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 4 个轮换队列；按 Ukrenergo 的解释，4 个队列可对应约 70% 非关键用户处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240718_NAT_004,2024-07-18,ALL,,Ukrenergo,national,household_general,hourly_schedule,3,,2024-07-18 22:00:00+03:00,2024-07-19 00:00:00+03:00,,,2024-07-18 19:00:00+00:00,2024-07-18 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240719_NAT_001,2024-07-19,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-19 00:00:00+03:00,2024-07-19 09:00:00+03:00,,,2024-07-18 21:00:00+00:00,2024-07-19 06:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240719_NAT_002,2024-07-19,ALL,,Ukrenergo,national,household_general,hourly_schedule,3,,2024-07-19 09:00:00+03:00,2024-07-19 23:00:00+03:00,,,2024-07-19 06:00:00+00:00,2024-07-19 20:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240719_NAT_003,2024-07-19,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-19 23:00:00+03:00,2024-07-20 00:00:00+03:00,,,2024-07-19 20:00:00+00:00,2024-07-19 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240720_NAT_001,2024-07-20,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-07-20 00:00:00+03:00,2024-07-20 02:00:00+03:00,,,2024-07-19 21:00:00+00:00,2024-07-19 23:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240720_NAT_002,2024-07-20,ALL,,Ukrenergo,national,household_general,no_restriction,0,,2024-07-20 02:00:00+03:00,2024-07-20 05:00:00+03:00,,,2024-07-19 23:00:00+00:00,2024-07-20 02:00:00+00:00,,,Europe/Kyiv,no_restriction,high,官方明确该时段不执行计划性小时停电，可作为对照窗口；但地方技术故障、战损或临时紧急停电仍可能发生。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,官方明确该时段不执行计划性小时停电，可作为对照窗口；但地方技术故障、战损或临时紧急停电仍可能发生。 置信度：high。【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20240720_NAT_003,2024-07-20,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-07-20 05:00:00+03:00,2024-07-20 13:00:00+03:00,,,2024-07-20 02:00:00+00:00,2024-07-20 10:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240720_NAT_004,2024-07-20,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-20 13:00:00+03:00,2024-07-21 00:00:00+03:00,,,2024-07-20 10:00:00+00:00,2024-07-20 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240721_NAT_001,2024-07-21,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-07-21 00:00:00+03:00,2024-07-21 12:00:00+03:00,,,2024-07-20 21:00:00+00:00,2024-07-21 09:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240721_NAT_002,2024-07-21,ALL,,Ukrenergo,national,household_general,no_restriction,0,,2024-07-21 12:00:00+03:00,2024-07-21 15:00:00+03:00,,,2024-07-21 09:00:00+00:00,2024-07-21 12:00:00+00:00,,,Europe/Kyiv,no_restriction,high,官方明确该时段不执行计划性小时停电，可作为对照窗口；但地方技术故障、战损或临时紧急停电仍可能发生。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,官方明确该时段不执行计划性小时停电，可作为对照窗口；但地方技术故障、战损或临时紧急停电仍可能发生。 置信度：high。【置信度：high】,no_restriction,national,no_restriction,primary,5,not_populated,execution_override,v3.0
R20240721_NAT_003,2024-07-21,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-07-21 15:00:00+03:00,2024-07-21 17:00:00+03:00,,,2024-07-21 12:00:00+00:00,2024-07-21 14:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240721_NAT_004,2024-07-21,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-21 17:00:00+03:00,2024-07-22 00:00:00+03:00,,,2024-07-21 14:00:00+00:00,2024-07-21 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240722_NAT_001,2024-07-22,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-22 00:00:00+03:00,2024-07-22 01:00:00+03:00,,,2024-07-21 21:00:00+00:00,2024-07-21 22:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240722_NAT_002,2024-07-22,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-07-22 01:00:00+03:00,2024-07-22 05:00:00+03:00,,,2024-07-21 22:00:00+00:00,2024-07-22 02:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240722_NAT_003,2024-07-22,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-22 05:00:00+03:00,2024-07-22 18:00:00+03:00,,,2024-07-22 02:00:00+00:00,2024-07-22 15:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240722_NAT_004,2024-07-22,ALL,,Ukrenergo,national,household_general,hourly_schedule,3,,2024-07-22 18:00:00+03:00,2024-07-22 23:00:00+03:00,,,2024-07-22 15:00:00+00:00,2024-07-22 20:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 3 个轮换队列；按 Ukrenergo 的解释，3 个队列约对应每个地区一半非关键用户同时处于轮换限制范围。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240722_NAT_005,2024-07-22,ALL,,Ukrenergo,national,household_general,hourly_schedule,2,,2024-07-22 23:00:00+03:00,2024-07-23 00:00:00+03:00,,,2024-07-22 20:00:00+00:00,2024-07-22 21:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,high,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 2 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：high。【置信度：high】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
R20240723_NAT_001,2024-07-23,ALL,,Ukrenergo,national,household_general,hourly_schedule,1,,2024-07-23 00:00:00+03:00,2024-07-23 14:00:00+03:00,,,2024-07-22 21:00:00+00:00,2024-07-23 11:00:00+00:00,,,Europe/Kyiv,dispatch_confirmed,medium,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：medium。,final_dispatch,,,0,0,0,0,1,0,official_tso_archive,https://t.me/s/Ukrenergo?before=3082,,,,,,MR20241210_REGULATOR_ACTUAL_VS_PLAN,国家/地区调度要求该时段同时启用 1 个轮换队列。这表示调度强度，不等同于某个具体地址必然断电。 置信度：medium。【置信度：medium】,confirmed,national,GPV,primary,5,not_populated,planned_or_final_dispatch,v3.0
