execution_event_id,event_date,admin1,admin2,operator,mechanism,queue_id_or_set,event_action,effective_time_local,effective_time_utc,reported_at_local,reported_at_utc,time_lower_local,time_upper_local,time_lower_utc,time_upper_utc,time_precision,time_semantics,state_after_action,affected_scope_detail,related_schedule_record_id,key_event_id,confidence,publication_eligible,impact_note,source_authority,source_url,source_note,explanation_zh,episode_id,episode_seq,mechanism_norm,action_norm,state_before_norm,state_after_norm,event_confidence,time_confidence,scope_confidence,source_origin,source_channel,source_grade,evidence_rank,schema_version
XE20240826_SUMY_GAV_CANCELALL,2024-08-26,Sumy Oblast,,Sumyoblenergo,GAV,,cancel_all,2024-08-26 22:36:00+03:00,2024-08-26 19:36:00+00:00,,,,,,,exact_effective,Official Sumyoblenergo post explicitly states GAV fully cancelled at 22:36.,GAV off; GPV remains,Sumy Oblast,R20240826_NAT_001,KE20240826_MAJOR_ATTACK,high,0,Corrected in v2.5 from an erroneous 27-Aug date.,official_dso_archive,https://t.me/s/SumyEnergo?before=1233,Broad archive locator; exact message should be snapshotted.,Corrected in v2.5 from an erroneous 27-Aug date.【置信度：high】,EP20240826_SUMY_OBLAST_01,2,GAV,cancel,normal_or_planned,GPV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240826_SUMY_GPV_REDUCE,2024-08-26,Sumy Oblast,,Sumyoblenergo,GPV,,cancel_one,2024-08-26 23:00:00+03:00,2024-08-26 20:00:00+00:00,,,,,,,exact_effective,"Official post explicitly states one GPV queue was cancelled at 23:00, leaving three GPV queues.",GPV 3 queues active,Sumy Oblast,R20240826_NAT_001,KE20240826_MAJOR_ATTACK,high,0,Separate planned GPV intensity change after GAV cancellation.,official_dso_archive,https://t.me/s/SumyEnergo?before=1233,,Separate planned GPV intensity change after GAV cancellation.【置信度：high】,EP20240826_SUMY_OBLAST_01,3,GPV,cancel,GPV,GPV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240827_SUMY_GAV_ACTIVATE,2024-08-27,Sumy Oblast,,Sumyoblenergo,GAV,1-4,activate,2024-08-27 14:43:00+03:00,2024-08-27 11:43:00+00:00,,,,,,,exact_effective,Contemporaneous Sumy reporting quoting Sumyoblenergo explicitly states GAV queues 1–4 introduced at 14:43.,GAV q1-4 active; GPV simultaneously active,Sumy Oblast,R20240827_NAT_001,KE20240826_MAJOR_ATTACK,high,0,,sumyoblenergo_statement_via_dated_local_media,https://t.me/s/sumyliketop/59889,Time is explicit in quoted DSO text; mirror source should be paired with official-channel snapshot for publication.,Sumy Oblast / Sumyoblenergo；GAV activate；状态=GAV q1-4 active; GPV simultaneously active。【置信度：high】,EP20240827_SUMY_OBLAST_01,1,GAV,activate,unknown,GPV+GAV,high,exact_public,oblast,DSO,media_relay,near_primary,4,v3.0
XE20240827_SUMY_GAV_REDUCE,2024-08-27,Sumy Oblast,,Sumyoblenergo,GAV,3|4,cancel_subset,2024-08-27 15:47:00+03:00,2024-08-27 12:47:00+00:00,,,,,,,exact_effective,Official Sumyoblenergo post explicitly cancels GAV queues 3 and 4 at 15:47; queues 1 and 2 remain disconnected.,GAV q1-2 remain off; q3-4 restored,Sumy Oblast,R20240827_NAT_001,KE20240826_MAJOR_ATTACK,high,0,,official_dso_archive,https://t.me/s/SumyEnergo?before=1256,,Sumy Oblast / Sumyoblenergo；GAV cancel_subset；状态=GAV q1-2 remain off; q3-4 restored。【置信度：high】,EP20240827_SUMY_OBLAST_01,2,GAV,cancel,GPV+GAV,normal_or_planned,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240827_SUMY_GAV_ROTATE_1656,2024-08-27,Sumy Oblast,,Sumyoblenergo,GAV,"1,2 -> 5,6",rotate,2024-08-27 16:56:00+03:00,2024-08-27 13:56:00+00:00,,,,,,,exact_effective,Official post: consumers q1/q2 re-energized and q5/q6 disconnected at 16:56.,GAV q5-6 off; q1-2 restored,Sumy Oblast,R20240827_NAT_001,KE20240826_MAJOR_ATTACK,high,0,,official_dso_archive,https://t.me/s/SumyEnergo?before=1256,,Sumy Oblast / Sumyoblenergo；GAV rotate；状态=GAV q5-6 off; q1-2 restored。【置信度：high】,EP20240827_SUMY_OBLAST_01,3,GAV,rotate,normal_or_planned,GAV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240827_SUMY_GAV_ROTATE_1849,2024-08-27,Sumy Oblast,,Sumyoblenergo,GAV,"5,6 -> 7,8",rotate,2024-08-27 18:49:00+03:00,2024-08-27 15:49:00+00:00,,,,,,,exact_effective,Official post: q5/q6 restored and q7/q8 disconnected at 18:49.,GAV q7-8 off; q5-6 restored,Sumy Oblast,R20240827_NAT_001,KE20240826_MAJOR_ATTACK,high,0,,official_dso_archive,https://t.me/s/SumyEnergo?before=1256,,Sumy Oblast / Sumyoblenergo；GAV rotate；状态=GAV q7-8 off; q5-6 restored。【置信度：high】,EP20240827_SUMY_OBLAST_01,4,GAV,rotate,GAV,GAV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240827_SUMY_GAV_CANCELALL_2144,2024-08-27,Sumy Oblast,,Sumyoblenergo,GAV,,cancel_all,2024-08-27 21:44:00+03:00,2024-08-27 18:44:00+00:00,,,,,,,exact_effective,Official Sumyoblenergo post explicitly states all GAV cancelled at 21:44; GPV continued.,GAV off; GPV remains,Sumy Oblast,R20240827_NAT_001,KE20240826_MAJOR_ATTACK,high,0,,official_dso_archive,https://t.me/s/SumyEnergo?before=1256,,Sumy Oblast / Sumyoblenergo；GAV cancel_all；状态=GAV off; GPV remains。【置信度：high】,EP20240827_SUMY_OBLAST_01,5,GAV,cancel,GAV,GPV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240829_SUMY_GAV_ADD_Q2,2024-08-29,Sumy Oblast,,Sumyoblenergo,GAV,2,activate_additional,2024-08-29 15:33:00+03:00,2024-08-29 12:33:00+00:00,,,,,,,exact_effective,Sumyoblenergo explicitly states an additional GAV queue was introduced at 15:33 while GPV also remained active.,GAV at least q1-q2 active; GPV also active,Sumy Oblast,R20240829_NAT_001,KE20240829_SUMY_EMERGENCY,high,0,The earlier activation time of GAV queue 1 and final cancellation time were not recovered; do not backfill them.,official_dso_archive,https://t.me/s/SumyEnergo?before=1256,,The earlier activation time of GAV queue 1 and final cancellation time were not recovered; do not backfill them.【置信度：high】,EP20240829_SUMY_OBLAST_01,1,GAV,expand,unknown,GPV+GAV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240830_SUMY_GAV_CANCEL,2024-08-30,Sumy Oblast,,Sumyoblenergo,GAV,,cancel_all,2024-08-30 22:17:00+03:00,2024-08-30 19:17:00+00:00,,,,,,,exact_effective,Official Sumyoblenergo historical post explicitly states GAV cancelled at 22:17.,GAV off; GPV continues at 3 queues to 24:00,Sumy Oblast,R20240830_SUMYOBLA_001,KE20240830_MULTI_REGION_EMERGENCY,high,0,,official_dso_archive,https://t.me/s/SumyEnergo?before=1286,,Sumy Oblast / Sumyoblenergo；GAV cancel_all；状态=GAV off; GPV continues at 3 queues to 24:00。【置信度：high】,EP20240830_SUMY_OBLAST_01,2,GAV,cancel,GPV+GAV,GPV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240901_SUMY_GAV_ACTIVATE,2024-09-01,Sumy Oblast,,Sumyoblenergo,GAV,1|2,activate,2024-09-01 20:36:00+03:00,2024-09-01 17:36:00+00:00,,,,,,,exact_effective,Sumyoblenergo explicitly states GAV queues 1 and 2 introduced at 20:36 while GPV continued.,GAV q1/q2 active plus GPV,Sumy Oblast,R20240901_NAT_001,KE20240901_SUMY_EMERGENCY,high,0,,official_dso_archive,https://t.me/s/SumyEnergo?before=1294,,Sumy Oblast / Sumyoblenergo；GAV activate；状态=GAV q1/q2 active plus GPV。【置信度：high】,EP20240901_SUMY_OBLAST_01,1,GAV,activate,unknown,GPV+GAV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240901_SUMY_GAV_CANCEL_BY,2024-09-01,Sumy Oblast,,Ukrenergo / Sumyoblenergo,GAV,,cancel_all,,,2024-09-01 22:53:00+03:00,2024-09-01 19:53:00+00:00,,,,,cancelled_by,National/region reporting confirms emergency outages were cancelled by 22:53; no Sumy-specific exact switching minute was recovered.,GAV off; scheduled regime resumes,Sumy Oblast,R20240901_NAT_001,KE20240901_SUMY_EMERGENCY,high,0,,tso_state_via_public_broadcaster,https://suspilne.media/sumy/,,Sumy Oblast / Ukrenergo / Sumyoblenergo；GAV cancel_all；状态=GAV off; scheduled regime resumes。【置信度：high】,EP20240901_SUMY_OBLAST_01,2,GAV,cancel,GPV+GAV,normal_or_planned,high,upper_bound,oblast,TSO,public_media_relay,near_primary,4,v3.0
XE20240903_SUMY_GAV_ACTIVATE,2024-09-03,Sumy Oblast,,Sumyoblenergo,GAV,1-10,activate,2024-09-03 18:09:00+03:00,2024-09-03 15:09:00+00:00,,,,,,,exact_effective,Official Sumyoblenergo archive explicitly states all ten GAV queues introduced at 18:09 for the affected service territory.,GAV 1-10 active; GPV temporarily overridden,Sumy Oblast,R20240903_NAT_001,KE20240903_MULTI_REGION_EMERGENCY,high,0,,official_dso_archive,https://t.me/s/SumyEnergo,,Sumy Oblast / Sumyoblenergo；GAV activate；状态=GAV 1-10 active; GPV temporarily overridden。【置信度：high】,EP20240903_SUMY_OBLAST_01,1,GAV,activate,unknown,GPV+GAV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20240903_SUMY_GAV_CANCEL,2024-09-03,Sumy Oblast,,Sumyoblenergo,GAV,,cancel_all,2024-09-03 21:20:00+03:00,2024-09-03 18:20:00+00:00,,,,,,,exact_effective,Official Sumyoblenergo archive explicitly states GAV cancelled at 21:20 and GPV continued.,GAV off; GPV active,Sumy Oblast,R20240903_NAT_001,KE20240903_MULTI_REGION_EMERGENCY,high,0,,official_dso_archive,https://t.me/s/SumyEnergo,,Sumy Oblast / Sumyoblenergo；GAV cancel_all；状态=GAV off; GPV active。【置信度：high】,EP20240903_SUMY_OBLAST_01,2,GAV,cancel,GPV+GAV,GPV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20241213_SUMY_PHYSICAL_STATE,2024-12-13,Sumy Oblast,,Sumyoblenergo,physical_grid_outage,,state_observed,2024-12-13 12:00:00+02:00,2024-12-13 10:00:00+00:00,,,,,,,exact_state_time,"Sumyoblenergo stated the consumer outage state 'as of 12:00'. This is a snapshot, not an outage start time.",">9,000 metering points without power due to military aggression; ~1,000 additionally off due to technical network faults",Sumy Oblast,R20241213_NAT_001,KE20241213_MAJOR_ATTACK,high,1,Physical outages coexist with GPV; GPV alone cannot explain the observed lack of power.,sumyoblenergo_statement_via_dated_local_media,https://debaty.sumy.ua/news/na-sumshhini-bez-elektroenergiyi-majzhe-10-tisyach-abonentiv,,Physical outages coexist with GPV; GPV alone cannot explain the observed lack of power.【置信度：high】,EP20241213_SUMY_OBLAST_01,1,physical_outage,observe,unknown,physical_outage,high,exact_public,oblast,DSO,media_relay,near_primary,4,v3.0
XE20241226_SUMY_GAV_ACTIVATE,2024-12-26,Sumy Oblast,,Sumyoblenergo,GAV,1|2,activate,2024-12-26 06:37:00+02:00,2024-12-26 04:37:00+00:00,,,,,,,exact_effective,Official Sumyoblenergo post explicitly states GAV q1/q2 introduced at 06:37.,GAV q1/q2 active,Sumy Oblast,R20241226_GOP_001,KE20241226_SUMY_EMERGENCY,high,0,,official_dso_archive,https://t.me/s/SumyEnergo?before=1659,,Sumy Oblast / Sumyoblenergo；GAV activate；状态=GAV q1/q2 active。【置信度：high】,EP20241226_SUMY_OBLAST_01,1,GAV,activate,unknown,GAV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20241226_SUMY_GAV_CANCEL,2024-12-26,Sumy Oblast,,Sumyoblenergo,GAV,,cancel_all,2024-12-26 08:00:00+02:00,2024-12-26 06:00:00+00:00,,,,,,,exact_effective,Official Sumyoblenergo post states GAV cancelled at 08:00; GPV then started at 1.5 queues.,GAV off; GPV 1.5 queues starts,Sumy Oblast,R20241226_GOP_001,KE20241226_SUMY_EMERGENCY,high,0,,official_dso_archive,https://t.me/s/SumyEnergo?before=1659,,Sumy Oblast / Sumyoblenergo；GAV cancel_all；状态=GAV off; GPV 1.5 queues starts。【置信度：high】,EP20241226_SUMY_OBLAST_01,2,GAV,cancel,GAV,GPV,high,exact_public,oblast,DSO,direct,primary,5,v3.0
XE20241228_SUMY_GAV_ACTIVATE,2024-12-28,Sumy Oblast,,Sumyoblenergo,GAV,1|2,activate,2024-12-28 15:00:00+02:00,2024-12-28 13:00:00+00:00,,,,,,,official_applied_window,"Sumyoblenergo stated GAV applies from 15:00–18:00 and queues 1/2 are disconnected at the start. Treat 15:00 as official applied-window boundary, not a last-meter switching timestamp.",GAV q1/q2 active; GPV suspended,Sumy Oblast,R20241228_NAT_001,KE20241228_THREE_REGION_EMERGENCY,high,1,,sumyoblenergo_statement_via_dated_local_media,https://debaty.sumy.ua/news/na-sumshhini-diyut-avarijni-vidklyuchennya-svitla,,Sumy Oblast / Sumyoblenergo；GAV activate；状态=GAV q1/q2 active; GPV suspended。【置信度：high】,EP20241228_SUMY_OBLAST_01,1,GAV,activate,unknown,GPV+GAV,high,exact_public,oblast,DSO,media_relay,near_primary,4,v3.0
XE20241228_SUMY_GAV_ROTATE,2024-12-28,Sumy Oblast,,Sumyoblenergo,GAV,"1,2 -> 3,4",rotate,2024-12-28 17:00:00+02:00,2024-12-28 15:00:00+00:00,,,,,,,official_applied_window,Official schedule states q1/q2 restored and q3/q4 disconnected from 17:00; this is a prescribed application boundary.,GAV q3/q4 active; q1/q2 restored,Sumy Oblast,R20241228_NAT_001,KE20241228_THREE_REGION_EMERGENCY,high,1,"The official window ends at 18:00, but a separate exact cancellation action was not recovered.",sumyoblenergo_statement_via_dated_local_media,https://debaty.sumy.ua/news/na-sumshhini-diyut-avarijni-vidklyuchennya-svitla,,"The official window ends at 18:00, but a separate exact cancellation action was not recovered.【置信度：high】",EP20241228_SUMY_OBLAST_01,2,GAV,rotate,GPV+GAV,GAV,high,exact_public,oblast,DSO,media_relay,near_primary,4,v3.0
XE20250115_SUMY_GAV_ACTIVATE,2025-01-15,Sumy Oblast,,Sumyoblenergo,GAV,1-5,activate,2025-01-15 07:07:00+02:00,2025-01-15 05:07:00+00:00,,,,,,,exact_effective,Dated 15-Jan-2025 reports quoting Sumyoblenergo explicitly state GAV q1-5 introduced from 07:07.,GAV q1-5 active; GPV not applied,Sumy Oblast,,KE20250115_MAJOR_ATTACK,high,1,,sumyoblenergo_statement_via_dated_local_media,https://debaty.sumy.ua/news/na-sumshhini-vveli-avarijni-vidklyuchennya-4,,Sumy Oblast / Sumyoblenergo；GAV activate；状态=GAV q1-5 active; GPV not applied。【置信度：high】,EP20250115_SUMY_OBLAST_01,1,GAV,activate,unknown,GPV+GAV,high,exact_public,oblast,DSO,media_relay,near_primary,4,v3.0
XE20250115_SUMY_GAV_CANCEL_BY,2025-01-15,Sumy Oblast,,Ukrenergo / Sumyoblenergo,GAV,,cancel_all,,,2025-01-15 09:00:00+02:00,2025-01-15 07:00:00+00:00,,,,,cancelled_by,"Ukrenergo states all seven affected regions had their GAV cancelled at 09:00. This is an upper bound for Sumy, not a Sumy-local exact command time.",GAV off by 09:00,Sumy Oblast,,KE20250115_MAJOR_ATTACK,high,1,,official_tso_statement_via_dated_energy_media,https://ua-energy.org/uk/posts/hrafiky-avariinykh-vidkliuchen-elektroenergii-skasovani-ukrenerho,,Sumy Oblast / Ukrenergo / Sumyoblenergo；GAV cancel_all；状态=GAV off by 09:00。【置信度：high】,EP20250115_SUMY_OBLAST_01,2,GAV,cancel,GPV+GAV,normal_or_planned,high,upper_bound,oblast,TSO,media_relay,near_primary,4,v3.0
XE20240829_KH_PHYSICAL_OUTAGE,2024-08-29,Kharkiv Oblast,,Kharkivoblenergo,physical_grid_outage,,state_observed,,,2024-08-29 07:17:00+03:00,2024-08-29 04:17:00+00:00,,,,,reported_at,07:17 is the dated report time quoting Kharkivoblenergo: parts of Kharkiv had lost electricity after overnight shelling and restoration work was under way.,parts of Kharkiv city without power; restoration ongoing,parts of Kharkiv city,R20240829_NAT_001,KE20240829_KHARKIV_SHELLING_OUTAGE,high,1,No exact first-loss or full-restoration minute recovered.,official_dso_statement_via_dated_local_media,https://www.objectiv.tv/uk/objectively/2024/08/29/harkiv-chastkovo-znestrumlenij-cherez-obstril-oblenergo/,,No exact first-loss or full-restoration minute recovered.【置信度：high】,EP20240829_KHARKIV_OBLAST_01,1,physical_outage,observe,unknown,physical_outage,high,reported_state,specific_or_partial,DSO,media_relay,near_primary,4,v3.0
XE20240830_KH_GAV_START_INTERVAL,2024-08-30,Kharkiv Oblast,,Kharkivoblenergo,GAV,,activate,,,,,2024-08-30 09:18:00+03:00,2024-08-30 11:06:00+03:00,2024-08-30 06:18:00+00:00,2024-08-30 08:06:00+00:00,interval_censored,At 09:18 Kharkivoblenergo said only the hourly schedule was in use; by the 11:06 update it confirmed GAV and GPV were simultaneously active. Therefore GAV activation occurred after 09:18 and no later than 11:06.,GAV + GPV active by 11:06,Kharkiv Oblast,R20240830_NAT_001,KE20240830_MULTI_REGION_EMERGENCY,high,1,,official_dso_statement_via_two_dated_local_reports,https://www.objectiv.tv/uk/objectively/2024/08/30/v-harkovskoj-oblasti-avarijnye-otklyucheniya-sveta-chto-budet-posle-ih-otmeny/,Lower-bound source: https://www.objectiv.tv/uk/objectively/2024/08/30/poki-shho-bez-avarijnih-vidklyuchen-harkivoblenergo-pro-grafik-na-30-serpnya/,Kharkiv Oblast / Kharkivoblenergo；GAV activate；状态=GAV + GPV active by 11:06。【置信度：high】,EP20240830_KHARKIV_OBLAST_01,1,GAV,activate,unknown,GPV+GAV,high,interval,oblast,DSO,media_relay,near_primary,4,v3.0
XE20250115_KH_GAV_STATE,2025-01-15,Kharkiv Oblast,,Ukrenergo / Kharkivoblenergo,GAV,,state_observed,,,2025-01-15 08:09:00+02:00,2025-01-15 06:09:00+00:00,,,,,reported_at,08:09 dated Kharkiv report confirms emergency outages were already in force; exact local command start was not recovered.,GAV active,Kharkiv Oblast,,KE20250115_MAJOR_ATTACK,high,1,,tso_statement_via_dated_local_media,https://www.objectiv.tv/uk/objectively/2025/01/15/avarijni-vidklyuchennya-svitla-rozpochalisya-na-harkivshhini-ukrenergo/,,Kharkiv Oblast / Ukrenergo / Kharkivoblenergo；GAV state_observed；状态=GAV active。【置信度：high】,EP20250115_KHARKIV_OBLAST_01,1,GAV,observe,unknown,GAV,high,reported_state,oblast,TSO,media_relay,near_primary,4,v3.0
XE20250115_KH_GAV_CANCEL_BY,2025-01-15,Kharkiv Oblast,,Ukrenergo,GAV,,cancel_all,,,2025-01-15 09:00:00+02:00,2025-01-15 07:00:00+00:00,,,,,cancelled_by,Ukrenergo says GAV were cancelled in all seven affected oblasts at 09:00.,GAV off by 09:00,Kharkiv Oblast,,KE20250115_MAJOR_ATTACK,high,1,,official_tso_statement_via_dated_energy_media,https://ua-energy.org/uk/posts/hrafiky-avariinykh-vidkliuchen-elektroenergii-skasovani-ukrenerho,,Kharkiv Oblast / Ukrenergo；GAV cancel_all；状态=GAV off by 09:00。【置信度：high】,EP20250115_KHARKIV_OBLAST_01,2,GAV,cancel,GAV,normal_or_planned,high,upper_bound,oblast,TSO,media_relay,near_primary,4,v3.0
XE20241228_DN_EMG_STATE,2024-12-28,Dnipropetrovsk Oblast,,DTEK Dnipro Grids,emergency_outage,,state_observed,,,2024-12-28 15:21:00+02:00,2024-12-28 13:21:00+00:00,,,,,reported_at,"Kamianske municipal information at 15:21 quoted DTEK saying emergency outages were active; this is a report/state time, not the grid command second.",emergency outages active; normal schedules do not apply,parts of Kamianske / Dnipropetrovsk Oblast,R20241228_NAT_001,KE20241228_THREE_REGION_EMERGENCY,high,1,End/cancellation time not recovered.,official_dso_statement_via_dated_local_media,https://nashreporter.com/komunalka_ua/zhytelyam-kamyanskogo-28-grudnya-na-dnipropetrovshhyni-vvedeno-ekstreni-vidklyuchennya-svitla-200401,,End/cancellation time not recovered.【置信度：high】,EP20241228_DNIPROPETROVSK_OBL_01,1,emergency,observe,unknown,emergency,high,reported_state,oblast,DSO,media_relay,near_primary,4,v3.0
XE20250115_DN_GAV_STATE,2025-01-15,Dnipropetrovsk Oblast,,Ukrenergo / DTEK Dnipro Grids,GAV,,state_observed,,,2025-01-15 07:50:00+02:00,2025-01-15 05:50:00+00:00,,,,,reported_at,National dated reporting confirms Dnipropetrovsk was among regions with GAV during the attack; exact DSO command minute not recovered.,GAV active,Dnipropetrovsk Oblast,,KE20250115_MAJOR_ATTACK,high,1,,official_tso_statement_via_public_broadcaster,https://suspilne.media/archive/2025/1/15/,,Dnipropetrovsk Oblast / Ukrenergo / DTEK Dnipro Grids；GAV state_observed；状态=GAV active。【置信度：high】,EP20250115_DNIPROPETROVSK_OBL_01,1,GAV,observe,unknown,GAV,high,reported_state,oblast,TSO,public_media_relay,near_primary,4,v3.0
XE20250115_DN_GAV_CANCEL_BY,2025-01-15,Dnipropetrovsk Oblast,,Ukrenergo,GAV,,cancel_all,,,2025-01-15 09:00:00+02:00,2025-01-15 07:00:00+00:00,,,,,cancelled_by,Ukrenergo says emergency schedules were cancelled in all seven affected oblasts at 09:00.,GAV off by 09:00,Dnipropetrovsk Oblast,,KE20250115_MAJOR_ATTACK,high,1,,official_tso_statement_via_dated_energy_media,https://ua-energy.org/uk/posts/hrafiky-avariinykh-vidkliuchen-elektroenergii-skasovani-ukrenerho,,Dnipropetrovsk Oblast / Ukrenergo；GAV cancel_all；状态=GAV off by 09:00。【置信度：high】,EP20250115_DNIPROPETROVSK_OBL_01,2,GAV,cancel,GAV,normal_or_planned,high,upper_bound,oblast,TSO,media_relay,near_primary,4,v3.0
XE20241120_OD_RETURN_STABILIZATION,2024-11-20,Odesa Oblast,,DTEK Odesa Grids,emergency_outage->stabilization,,replace_emergency_with_stabilization,2024-11-20 06:00:00+02:00,2024-11-20 04:00:00+00:00,,,,,,,exact_state_time,DTEK announced that Odesa Oblast would return to stabilization schedules from 06:00 after three days of emergency outages.,operational emergency regime ended; stabilization schedules resumed,Odesa Oblast,R20241120_NAT_001,KE20241117_MAJOR_ATTACK,high,1,"This closes the emergency dispatch regime, NOT every physical distribution fault or last-household restoration.",official_dso_statement_via_dated_media,https://www.radiosvoboda.org/a/news-dtek-odeshchyna-hrafiky-vidkluchen/33208504.html,,"This closes the emergency dispatch regime, NOT every physical distribution fault or last-household restoration.【置信度：high】",EP20241120_ODESA_OBLAST_01,1,GPV,replace,unknown,GPV,high,exact_public,oblast,DSO,media_relay,near_primary,4,v3.0
XE20241213_OD_EMG_STATE,2024-12-13,Odesa Oblast,,DTEK Odesa Grids,emergency_outage,,state_observed,,,2024-12-13 12:41:00+02:00,2024-12-13 10:41:00+00:00,,,,,reported_at,At 12:41 Suspilne reported DTEK had introduced emergency outages in Odesa city and Odesa district because of network overload after the attack.,emergency outages active; stabilization plan locally overridden,Odesa city|Odesa district,R20241213_NAT_001,KE20241213_ODESSA_NETWORK_OVERLOAD,high,1,,official_dso_statement_via_public_broadcaster,https://suspilne.media/odesa/901461-v-odesi-pid-cas-povitranoi-trivogi-prolunav-vibuh-2/,,Odesa Oblast / DTEK Odesa Grids；emergency_outage state_observed；状态=emergency outages active; stabilization plan locally overridden。【置信度：high】,EP20241213_ODESA_OBLAST_01,1,emergency,observe,unknown,GPV+emergency,high,reported_state,specific_or_partial,DSO,public_media_relay,near_primary,4,v3.0
XE20241214_OD_EMG_CANCEL_BY,2024-12-14,Odesa Oblast,,DTEK Odesa Grids,emergency_outage->stabilization,,replace_emergency_with_stabilization,,,2024-12-14 09:04:00+02:00,2024-12-14 07:04:00+00:00,,,,,cancelled_by,By the 09:04 dated update DTEK confirmed Odesa had returned to stabilization schedules. The exact switching minute could have been earlier.,emergency off by 09:04; stabilization schedules active,Odesa city|Odesa district,R20241214_NAT_001,KE20241213_ODESSA_NETWORK_OVERLOAD,high,1,,official_dso_statement_via_dated_media,https://intent.press/news/war/2024/odeshina-povernulas-do-grafikiv-stabilizacijnogo-vimknennya-elektroenergiyi/,,Odesa Oblast / DTEK Odesa Grids；emergency_outage->stabilization replace_emergency_with_stabilization；状态=emergency off by 09:04; stabilization schedules active。【置信度：high】,EP20241214_ODESA_OBLAST_01,1,GPV,replace,unknown,GPV,high,upper_bound,specific_or_partial,DSO,media_relay,near_primary,4,v3.0
XE20241225_OD_SCHED_PUBLISH_0613,2024-12-25,Odesa Oblast,,DTEK Odesa Grids,stabilization_schedule_version,,publish,,,2024-12-25 06:13:00+02:00,2024-12-25 04:13:00+00:00,,,,,reported_at,"DTEK published the first same-day Odesa schedule at 06:13. This is a control-plane schedule publication, not physical switching time.",schedule version v1 published,Odesa Oblast,R20241225_NAT_001,KE20241225_MAJOR_ATTACK,high,1,,official_dso_statement_via_public_broadcaster,https://suspilne.media/odesa/910433-v-odesi-ta-oblasti-vveli-grafik-znestrumlen-ak-budut-vimikati-svitlo-25-grudna/,,Odesa Oblast / DTEK Odesa Grids；stabilization_schedule_version publish；状态=schedule version v1 published。【置信度：high】,EP20241225_ODESA_OBLAST_01,1,GPV,schedule_update,unknown,unknown,high,reported_state,oblast,DSO,public_media_relay,near_primary,4,v3.0
XE20241225_OD_SCHED_UPDATE_0713,2024-12-25,Odesa Oblast,,DTEK Odesa Grids,stabilization_schedule_version,,update,,,2024-12-25 07:13:00+02:00,2024-12-25 05:13:00+00:00,,,,,reported_at,Second DTEK schedule version published one hour after the first.,schedule v2 replaces v1,Odesa Oblast,R20241225_NAT_001,KE20241225_MAJOR_ATTACK,high,1,,official_dso_statement_via_public_broadcaster,https://suspilne.media/odesa/910433-v-odesi-ta-oblasti-vveli-grafik-znestrumlen-ak-budut-vimikati-svitlo-25-grudna/,,Odesa Oblast / DTEK Odesa Grids；stabilization_schedule_version update；状态=schedule v2 replaces v1。【置信度：high】,EP20241225_ODESA_OBLAST_01,2,GPV,schedule_update,unknown,unknown,high,reported_state,oblast,DSO,public_media_relay,near_primary,4,v3.0
XE20241225_OD_SCHED_UPDATE_0920,2024-12-25,Odesa Oblast,,DTEK Odesa Grids,stabilization_schedule_version,,shorten,,,2024-12-25 09:20:00+02:00,2024-12-25 07:20:00+00:00,,,,,reported_at,DTEK shortened/removes segments: groups 3.1/3.2 no longer scheduled off that day; 4.1/4.2 shortened to 09:00.,schedule v3 with reduced exposure,Odesa Oblast,R20241225_NAT_001,KE20241225_MAJOR_ATTACK,high,1,,official_dso_statement_via_public_broadcaster,https://suspilne.media/odesa/910433-v-odesi-ta-oblasti-vveli-grafik-znestrumlen-ak-budut-vimikati-svitlo-25-grudna/,,Odesa Oblast / DTEK Odesa Grids；stabilization_schedule_version shorten；状态=schedule v3 with reduced exposure。【置信度：high】,EP20241225_ODESA_OBLAST_01,3,GPV,schedule_update,unknown,unknown,high,reported_state,oblast,DSO,public_media_relay,near_primary,4,v3.0
