ip,prefix24,oblast,power_availability,normal_availability,itdk_202408_T,own_traceroute_intermediate,first_seen,last_seen,intermediate_observation_n,terminal_non_target_observation_n,target_address_observation_n,hop_position_min,hop_position_max,frozen_own_traceroute_intermediate,rebuilt_own_traceroute_intermediate,caida_itdk_202408_transit,difference_reason
178.95.137.10,178.95.137.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-11-28 01:46:40.000000,2024-12-30 19:46:49.000000,0,15,7,10.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.139.116,178.95.139.0,Mykolaiv Oblast,0.8421052631578947,0.6710526315789473,0,1,2024-10-20 04:45:50.000000,2024-10-27 13:45:55.000000,0,6,2,10.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.139.196,178.95.139.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-07-30 17:30:19.000000,2024-07-30 17:30:19.000000,0,1,0,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.150.207,178.95.150.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-11-25 06:46:49.000000,2024-11-25 07:47:01.000000,0,3,0,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.157.204,178.95.157.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-10-15 18:45:53.000000,2024-10-15 18:45:53.000000,0,1,0,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.247.206,178.95.247.0,Zhytomyr Oblast,0.0,0.0,0,1,2024-10-25 21:45:59.000000,2025-01-06 21:46:50.000000,0,27,22,9.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.73.69,178.95.73.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-11-08 14:45:51.000000,2024-12-31 13:46:45.000000,0,2,16,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.75.152,178.95.75.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-12-01 15:46:38.000000,2024-12-31 09:46:42.000000,0,2,9,10.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.77.40,178.95.77.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-10-14 20:45:51.000000,2024-10-28 21:45:49.000000,0,18,5,10.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.96.247,178.95.96.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-06-29 06:45:42.000000,2024-06-30 02:46:01.000000,0,2,0,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.97.100,178.95.97.0,Mykolaiv Oblast,0.6842105263157895,0.5789473684210527,0,1,2024-09-01 17:45:48.000000,2024-09-06 17:45:51.000000,0,14,4,10.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.97.144,178.95.97.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-11-29 19:46:39.000000,2024-12-12 13:47:43.000000,0,30,4,10.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
178.95.99.95,178.95.99.0,Mykolaiv Oblast,0.0,0.0,0,1,2024-06-26 09:45:45.000000,2024-06-26 10:45:46.000000,0,1,1,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.109.53.14,185.109.53.0,Poltava Oblast,0.7403846153846154,0.5961538461538461,0,1,2024-06-22 19:59:27.000000,2025-01-09 10:49:08.000000,0,47,65,9.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.12.143.113,185.12.143.0,Lviv Oblast,0.8333333333333334,0.9583333333333334,0,1,2024-07-02 05:47:34.000000,2024-07-31 15:47:31.000000,0,2,17,10.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.12.143.81,185.12.143.0,Lviv Oblast,0.3333333333333333,0.20833333333333334,0,1,2024-07-01 17:47:31.000000,2024-07-27 04:47:29.000000,0,1,11,10.0,17.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.132.3.222,185.132.3.0,Odesa Oblast,0.3333333333333333,0.24166666666666667,0,1,2024-08-02 21:47:51.000000,2025-01-08 06:49:55.000000,0,29,49,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.145.106.44,185.145.106.0,Odesa Oblast,0.0,0.0,0,1,2024-12-03 21:48:55.000000,2024-12-22 23:48:56.000000,0,1,7,12.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.175.95.118,185.175.95.0,Kyiv Oblast,0.7272727272727273,0.18181818181818182,0,1,2024-06-22 19:59:43.000000,2024-07-30 10:48:01.000000,0,76,13,9.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.175.95.151,185.175.95.0,Kyiv Oblast,0.18181818181818182,0.015151515151515152,0,1,2024-09-10 04:40:41.000000,2024-09-10 04:40:41.000000,0,1,0,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.177.243.77,185.177.243.0,Odesa Oblast,0.5333333333333333,0.5916666666666667,0,1,2024-06-22 19:03:20.000000,2024-10-28 10:48:03.000000,0,50,39,11.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.178.244.109,185.178.244.0,Zaporizhzhia Oblast,0.125,0.40625,0,1,2024-12-21 05:49:17.000000,2025-01-07 14:49:11.000000,0,5,0,14.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.178.244.2,185.178.244.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-10-18 02:47:58.000000,2024-10-28 18:48:03.000000,0,5,0,13.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.178.244.20,185.178.244.0,Zaporizhzhia Oblast,0.125,0.46875,0,1,2024-11-23 03:47:57.000000,2024-11-26 16:48:47.000000,0,3,0,14.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.178.244.47,185.178.244.0,Zaporizhzhia Oblast,0.125,0.34375,0,1,2024-06-28 09:31:15.000000,2024-11-03 14:31:15.000000,0,12,12,11.0,24.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.178.244.48,185.178.244.0,Zaporizhzhia Oblast,0.625,0.46875,0,1,2024-12-27 16:49:02.000000,2025-01-05 02:49:09.000000,0,3,0,14.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.178.244.55,185.178.244.0,Zaporizhzhia Oblast,0.75,0.15625,0,1,2024-11-23 20:47:59.000000,2024-11-25 14:49:06.000000,0,4,0,14.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.178.244.59,185.178.244.0,Zaporizhzhia Oblast,0.125,0.375,0,1,2024-12-01 01:48:59.000000,2024-12-02 07:48:58.000000,0,2,0,14.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.178.244.7,185.178.244.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-11-05 08:31:15.000000,2024-11-25 20:49:00.000000,0,5,1,12.0,13.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.178.244.78,185.178.244.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-10-15 08:47:56.000000,2024-11-19 15:31:15.000000,0,2,0,13.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.183.95.129,185.183.95.0,Volyn Oblast,0.1834862385321101,0.6192660550458715,0,1,2024-10-01 01:33:39.000000,2024-10-30 20:48:08.000000,0,1,13,7.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.184.169.53,185.184.169.0,Odesa Oblast,0.06666666666666667,0.016666666666666666,0,1,2024-12-10 16:45:46.000000,2024-12-10 16:45:46.000000,0,1,0,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.184.170.196,185.184.170.0,Odesa Oblast,0.03333333333333333,0.058333333333333334,0,1,2024-07-18 01:48:06.000000,2024-07-21 14:45:04.000000,0,1,1,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.226.113.134,185.226.113.0,Odesa Oblast,0.4666666666666667,0.4,0,1,2024-08-09 15:48:09.000000,2024-08-31 16:48:05.000000,0,1,15,11.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.23.104.164,185.23.104.0,Odesa Oblast,0.06666666666666667,0.19166666666666668,0,1,2024-11-03 03:47:54.000000,2024-11-27 11:48:42.000000,0,2,7,11.0,20.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.23.105.197,185.23.105.0,Odesa Oblast,0.4,0.15833333333333333,0,1,2024-08-04 09:47:51.000000,2024-08-21 10:47:33.000000,0,3,2,11.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.23.106.17,185.23.106.0,Odesa Oblast,0.2,0.19166666666666668,0,1,2024-11-02 20:45:07.000000,2024-11-27 18:48:32.000000,0,7,3,11.0,18.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.23.107.102,185.23.107.0,Odesa Oblast,0.13333333333333333,0.15833333333333333,0,1,2024-10-06 18:47:34.000000,2024-10-29 09:47:37.000000,0,1,5,10.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.235.175.183,185.235.175.0,Vinnytsia Oblast,0.0,0.045454545454545456,0,1,2024-10-17 23:48:09.000000,2024-12-31 07:49:16.000000,0,3,20,10.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.247.22.5,185.247.22.0,Odesa Oblast,0.2,0.4083333333333333,0,1,2024-11-04 03:48:23.000000,2024-11-26 12:49:23.000000,0,1,9,12.0,16.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.29.238.160,185.29.238.0,Vinnytsia Oblast,0.45454545454545453,0.5227272727272727,0,1,2024-09-08 11:47:38.000000,2024-09-30 04:47:32.000000,0,1,10,12.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.32.60.226,185.32.60.0,Odesa Oblast,0.7,0.8333333333333334,0,1,2024-09-02 09:47:35.000000,2024-11-28 02:48:41.000000,0,2,22,10.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.46.220.178,185.46.220.0,Lviv Oblast,0.8333333333333334,0.9166666666666666,1,1,2024-09-06 20:36:28.000000,2024-10-29 20:36:27.000000,0,102,10,10.0,22.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
185.46.221.28,185.46.221.0,Lviv Oblast,1.0,0.875,1,1,2024-06-22 13:58:46.000000,2024-10-16 16:47:43.000000,0,251,40,10.0,20.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
185.5.105.182,185.5.105.0,Zaporizhzhia Oblast,0.0,0.25,0,1,2024-11-01 10:47:33.000000,2024-12-27 14:48:29.000000,0,2,17,15.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.53.76.198,185.53.76.0,Kyiv Oblast,0.0,0.25757575757575757,0,1,2024-09-02 00:47:42.000000,2025-01-09 14:49:31.000000,0,32642,60,6.0,24.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.63.32.13,185.63.32.0,Odesa Oblast,0.06666666666666667,0.075,0,1,2024-08-07 17:47:47.000000,2024-08-29 21:47:43.000000,0,1,5,11.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.63.32.242,185.63.32.0,Odesa Oblast,0.4,0.5833333333333334,0,1,2024-08-02 06:47:40.000000,2024-08-29 17:47:47.000000,0,2,11,11.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.63.32.43,185.63.32.0,Odesa Oblast,0.9,0.9,0,1,2024-06-26 03:47:42.000000,2024-09-23 20:47:43.000000,0,6,18,11.0,25.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.63.32.55,185.63.32.0,Odesa Oblast,0.13333333333333333,0.10833333333333334,0,1,2024-08-08 19:47:39.000000,2024-09-26 00:49:41.000000,0,2,10,11.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
185.76.68.61,185.76.68.0,Mykolaiv Oblast,0.10526315789473684,0.5394736842105263,1,1,2024-06-22 08:57:50.000000,2025-01-09 13:48:58.000000,0,4368,74,5.0,32.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
185.94.218.210,185.94.218.0,Lviv Oblast,0.3333333333333333,0.2916666666666667,0,1,2024-09-07 09:47:45.000000,2024-09-30 06:47:47.000000,0,1,9,11.0,24.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.115.140.196,188.115.140.0,Odesa Oblast,0.23333333333333334,0.35833333333333334,0,1,2024-12-01 06:49:20.000000,2024-12-26 20:49:26.000000,0,1,4,9.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.115.142.173,188.115.142.0,Odesa Oblast,0.36666666666666664,0.25833333333333336,0,1,2024-11-29 19:29:30.000000,2024-11-29 19:29:30.000000,0,1,0,11.0,11.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.115.157.169,188.115.157.0,Odesa Oblast,0.36666666666666664,0.2833333333333333,1,1,2024-08-03 17:48:24.000000,2024-08-25 02:29:31.000000,0,1,4,11.0,18.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.115.158.117,188.115.158.0,Odesa Oblast,0.1,0.3,0,1,2024-09-07 18:42:08.000000,2024-09-21 16:48:32.000000,0,2,2,11.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.115.159.180,188.115.159.0,Odesa Oblast,0.13333333333333333,0.20833333333333334,0,1,2024-12-09 08:29:33.000000,2024-12-29 08:49:19.000000,0,1,13,9.0,14.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.115.164.139,188.115.164.0,Odesa Oblast,0.23333333333333334,0.30833333333333335,0,1,2024-08-01 00:48:26.000000,2024-08-27 03:51:43.000000,0,1,3,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.115.171.13,188.115.171.0,Odesa Oblast,0.13333333333333333,0.0,0,1,2024-08-30 06:45:00.000000,2024-08-30 06:45:00.000000,0,1,0,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.115.172.66,188.115.172.0,Odesa Oblast,0.2,0.44166666666666665,0,1,2024-09-03 19:45:02.000000,2024-09-28 13:48:25.000000,0,1,5,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.115.175.52,188.115.175.0,Odesa Oblast,0.16666666666666666,0.1,0,1,2024-08-23 00:48:27.000000,2024-08-25 00:48:20.000000,0,1,3,12.0,12.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.133,188.163.168.0,Dnipropetrovsk Oblast,0.6153846153846154,0.7884615384615384,0,1,2024-06-26 17:48:31.000000,2025-01-08 10:49:58.000000,0,53,69,6.0,25.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.141,188.163.168.0,Dnipropetrovsk Oblast,1.0,0.9038461538461539,1,1,2024-07-01 13:48:27.000000,2024-08-31 22:48:36.000000,0,13,18,7.0,20.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.149,188.163.168.0,Dnipropetrovsk Oblast,0.9615384615384616,0.8365384615384616,0,1,2024-06-23 08:48:35.000000,2024-12-31 23:49:29.000000,0,64,76,6.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.157,188.163.168.0,Dnipropetrovsk Oblast,0.34615384615384615,0.41346153846153844,0,1,2024-06-22 20:59:41.000000,2025-01-06 04:49:46.000000,0,51,57,6.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.161,188.163.168.0,Dnipropetrovsk Oblast,0.8076923076923077,0.7115384615384616,0,1,2024-06-24 18:48:32.000000,2024-12-06 00:50:06.000000,0,40,66,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.17,188.163.168.0,Dnipropetrovsk Oblast,1.0,0.9711538461538461,1,1,2024-06-25 20:48:32.000000,2025-01-07 20:49:52.000000,0,43,72,6.0,32.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.185,188.163.168.0,Dnipropetrovsk Oblast,0.6538461538461539,0.7307692307692307,1,1,2024-06-22 13:59:55.000000,2025-01-08 09:49:59.000000,0,48,89,6.0,26.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.193,188.163.168.0,Dnipropetrovsk Oblast,0.4230769230769231,0.375,0,1,2024-07-02 13:48:27.000000,2024-12-28 16:49:37.000000,0,23,80,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.201,188.163.168.0,Dnipropetrovsk Oblast,0.46153846153846156,0.7019230769230769,0,1,2024-07-01 12:48:26.000000,2025-01-08 21:49:43.000000,0,36,66,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.213,188.163.168.0,Dnipropetrovsk Oblast,0.8461538461538461,0.8269230769230769,1,1,2024-06-24 00:48:29.000000,2025-01-09 02:50:10.000000,0,32,77,6.0,32.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.221,188.163.168.0,Dnipropetrovsk Oblast,0.23076923076923078,0.4423076923076923,0,1,2024-07-01 15:48:28.000000,2024-12-30 10:49:36.000000,0,26,75,6.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.229,188.163.168.0,Dnipropetrovsk Oblast,0.4230769230769231,0.375,0,1,2024-06-22 22:48:30.000000,2024-12-31 22:49:42.000000,0,34,64,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.237,188.163.168.0,Dnipropetrovsk Oblast,0.2692307692307692,0.375,0,1,2024-06-23 06:48:29.000000,2024-12-31 07:49:35.000000,0,37,96,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.249,188.163.168.0,Dnipropetrovsk Oblast,0.4230769230769231,0.5673076923076923,1,1,2024-07-02 04:48:30.000000,2024-08-31 02:48:31.000000,0,11,37,8.0,24.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.41,188.163.168.0,Dnipropetrovsk Oblast,1.0,0.9519230769230769,0,1,2024-06-22 09:59:43.000000,2025-01-06 22:50:04.000000,0,40,91,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.53,188.163.168.0,Dnipropetrovsk Oblast,1.0,0.9326923076923077,0,1,2024-06-23 03:48:25.000000,2024-12-29 19:49:35.000000,0,44,70,6.0,24.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.168.93,188.163.168.0,Dnipropetrovsk Oblast,0.46153846153846156,0.6346153846153846,0,1,2024-07-01 11:48:40.000000,2025-01-09 08:50:20.000000,0,43,70,6.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.105,188.163.169.0,Dnipropetrovsk Oblast,0.9615384615384616,0.6538461538461539,0,1,2024-06-23 18:48:28.000000,2024-08-15 01:48:31.000000,0,16,20,8.0,25.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.109,188.163.169.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9423076923076923,0,1,2024-06-22 23:48:28.000000,2025-01-09 02:50:10.000000,0,41,67,6.0,22.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.129,188.163.169.0,Dnipropetrovsk Oblast,0.46153846153846156,0.3942307692307692,0,1,2024-07-11 16:48:37.000000,2025-01-08 03:50:21.000000,0,49,73,6.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.13,188.163.169.0,Dnipropetrovsk Oblast,0.8461538461538461,0.9711538461538461,1,1,2024-06-22 18:00:30.000000,2025-01-06 19:49:39.000000,0,34,78,6.0,28.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.137,188.163.169.0,Dnipropetrovsk Oblast,0.9615384615384616,0.75,0,1,2024-07-03 02:48:26.000000,2025-01-09 03:50:06.000000,0,68,97,6.0,18.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.145,188.163.169.0,Dnipropetrovsk Oblast,0.38461538461538464,0.33653846153846156,0,1,2024-06-24 06:48:38.000000,2025-01-09 13:49:55.000000,0,67,85,6.0,16.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.153,188.163.169.0,Dnipropetrovsk Oblast,0.5384615384615384,0.375,0,1,2024-07-01 16:48:26.000000,2025-01-09 07:51:23.000000,0,36,78,6.0,18.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.157,188.163.169.0,Dnipropetrovsk Oblast,0.46153846153846156,0.5,1,1,2024-06-25 19:48:30.000000,2025-01-06 00:49:31.000000,0,56,79,6.0,26.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.161,188.163.169.0,Dnipropetrovsk Oblast,0.8076923076923077,0.75,0,1,2024-06-25 10:48:30.000000,2025-01-08 23:49:52.000000,0,60,76,6.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.193,188.163.169.0,Dnipropetrovsk Oblast,0.5384615384615384,0.41346153846153844,0,1,2024-06-22 22:48:30.000000,2025-01-08 16:49:43.000000,0,41,70,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.209,188.163.169.0,Dnipropetrovsk Oblast,0.8846153846153846,0.7788461538461539,0,1,2024-07-01 19:48:29.000000,2024-09-11 23:48:36.000000,0,9,25,7.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.213,188.163.169.0,Dnipropetrovsk Oblast,0.8461538461538461,0.6730769230769231,0,1,2024-06-23 11:48:29.000000,2025-01-09 14:49:48.000000,0,34,72,6.0,31.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.225,188.163.169.0,Dnipropetrovsk Oblast,0.6538461538461539,0.6442307692307693,0,1,2024-06-23 23:48:31.000000,2025-01-07 16:49:45.000000,0,60,90,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.49,188.163.169.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9615384615384616,0,1,2024-06-23 22:48:30.000000,2025-01-09 09:49:52.000000,0,30,75,6.0,28.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.53,188.163.169.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8461538461538461,0,1,2024-07-03 21:48:24.000000,2025-01-09 02:50:10.000000,0,36,110,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.89,188.163.169.0,Dnipropetrovsk Oblast,0.9230769230769231,0.8173076923076923,0,1,2024-06-25 11:48:32.000000,2025-01-08 19:49:44.000000,0,43,96,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.169.97,188.163.169.0,Dnipropetrovsk Oblast,0.5384615384615384,0.5673076923076923,0,1,2024-06-28 18:48:37.000000,2025-01-09 00:50:36.000000,0,46,78,6.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.109,188.163.170.0,Dnipropetrovsk Oblast,0.9615384615384616,0.8557692307692307,0,1,2024-06-26 12:48:28.000000,2025-01-09 01:50:09.000000,0,43,82,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.121,188.163.170.0,Dnipropetrovsk Oblast,0.34615384615384615,0.5576923076923077,1,1,2024-06-22 12:00:08.000000,2025-01-08 19:49:44.000000,0,38,72,6.0,25.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.125,188.163.170.0,Dnipropetrovsk Oblast,0.5769230769230769,0.6346153846153846,0,1,2024-07-01 11:48:40.000000,2025-01-09 11:49:59.000000,0,48,62,6.0,30.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.133,188.163.170.0,Dnipropetrovsk Oblast,0.6153846153846154,0.6538461538461539,0,1,2024-06-22 13:00:09.000000,2025-01-08 01:50:10.000000,0,55,71,6.0,23.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.145,188.163.170.0,Dnipropetrovsk Oblast,0.2692307692307692,0.34615384615384615,0,1,2024-06-23 03:48:25.000000,2025-01-09 10:49:55.000000,0,69,82,6.0,25.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.149,188.163.170.0,Dnipropetrovsk Oblast,0.8846153846153846,0.8076923076923077,0,1,2024-06-23 05:48:27.000000,2024-12-31 00:49:31.000000,0,57,68,6.0,18.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.157,188.163.170.0,Dnipropetrovsk Oblast,0.5,0.5576923076923077,0,1,2024-06-24 21:48:32.000000,2025-01-04 07:49:36.000000,0,65,68,6.0,21.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.201,188.163.170.0,Dnipropetrovsk Oblast,0.19230769230769232,0.41346153846153844,0,1,2024-06-29 07:48:29.000000,2024-12-23 20:50:01.000000,0,38,69,6.0,27.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.221,188.163.170.0,Dnipropetrovsk Oblast,0.3076923076923077,0.10576923076923077,0,1,2024-08-03 00:48:28.000000,2024-08-05 00:48:30.000000,0,2,1,8.0,8.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.237,188.163.170.0,Dnipropetrovsk Oblast,0.6923076923076923,0.7788461538461539,0,1,2024-07-05 23:48:36.000000,2024-12-31 00:49:31.000000,0,19,83,6.0,29.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.249,188.163.170.0,Dnipropetrovsk Oblast,0.46153846153846156,0.46153846153846156,0,1,2024-07-03 16:48:23.000000,2025-01-08 19:49:44.000000,0,40,113,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.253,188.163.170.0,Dnipropetrovsk Oblast,0.6538461538461539,0.625,0,1,2024-07-01 19:48:29.000000,2024-12-30 04:49:32.000000,0,28,58,6.0,25.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.45,188.163.170.0,Dnipropetrovsk Oblast,1.0,0.9326923076923077,0,1,2024-06-22 18:00:30.000000,2025-01-09 01:50:09.000000,0,30,73,6.0,32.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.49,188.163.170.0,Dnipropetrovsk Oblast,1.0,0.9519230769230769,1,1,2024-07-03 21:48:24.000000,2025-01-09 05:49:58.000000,0,28,101,6.0,32.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.170.89,188.163.170.0,Dnipropetrovsk Oblast,0.7307692307692307,0.8942307692307693,1,1,2024-06-23 19:48:26.000000,2025-01-08 07:50:34.000000,0,50,64,6.0,23.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
188.163.171.105,188.163.171.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2025-01-04 19:49:37.000000,2025-01-08 19:49:44.000000,0,1,4,6.0,9.0,1,0,0,observed_only_as_terminal_endpoint_under_strict_rule
188.163.171.109,188.163.171.0,Dnipropetrovsk Oblast,0.3076923076923077,0.38461538461538464,1,1,2024-06-22 15:00:10.000000,2024-12-31 10:49:36.000000,0,30,77,6.0,27.0,1,0,1,observed_only_as_terminal_endpoint_under_strict_rule
